;Manchete;Link
824;Vídeo,Como acordo Mercosul-União Europeia pode impactar Brasil e quais serão próximos passos, Duration 9,06;https:https://www.bbc.com/portuguese/articles/c4gj3lll5kyo
825;A brasileira na lista de mulheres mais influentes do mundo de jornal britânico;https:https://www.bbc.com/portuguese/articles/c75wl29zn7qo
826;Brasil pode virar alvo de 'tarifaço' de Trump por estar nos Brics?;https:https://www.bbc.com/portuguese/articles/ce8eyrygej8o
827;A crise de dólares 'à la Argentina' que leva a disparada de preços na Bolívia;https:https://www.bbc.com/portuguese/articles/cy0l1jp22eko
828;Chefe da UE vai ao Uruguai em apoio a acordo com Mercosul apesar de oposição de Macron;https:https://www.bbc.com/portuguese/articles/cr7v5752797o
829;Bitcoin alcança valor recorde de US$ 100 mil: 7 momentos que definem a criptomoeda;https:https://www.bbc.com/portuguese/articles/c4gp7dgl9dxo
830;Isenção no IR para renda até R$ 5 mil e mudanças para militares: confira as medidas econômicas anunciadas por Haddad;https:https://www.bbc.com/portuguese/articles/c36p9lp09r4o
831;As medidas do pacote econômico de Haddad 'para economizar R$ 327 bi';https:https://www.bbc.com/portuguese/articles/c14l3n2gp2jo
832;O que está por trás da profunda crise na Volkswagen;https:https://www.bbc.com/portuguese/articles/clyv78lm3g4o
833;Dólar a R$ 6 é o novo normal? Os fatores que explicam a alta da moeda;https:https://www.bbc.com/portuguese/articles/c2e783983yeo
834;PIB: Brasil cresce tanto quanto a China no 3° trimestre e só fica atrás de Indonésia e México no G20;https:https://www.bbc.com/portuguese/articles/cvgm4r89dpyo
835;Vídeo,Haddad anuncia pacote: o que pode mudar no IR, na pensão dos militares e no salário mínimo, Duration 7,59;https:https://www.bbc.com/portuguese/articles/cevgj7xyre7o
836;Como táxis-robôs estão tentando conquistar a confiança dos passageiros;https:https://www.bbc.com/portuguese/articles/cdd0l1rv28qo
837;O que aconteceu quando cidade começou a acolher (em vez de despejar) acampamentos de sem-teto;https:https://www.bbc.com/portuguese/articles/crk4g221v2jo
838;'Isenção de IR até R$ 5 mil é medida eleitoreira de Lula', afirma economista Samuel Pessôa;https:https://www.bbc.com/portuguese/articles/cvg42zglnrlo
839;Como políticos, setores da economia e o dólar reagiram aos anúncios de Haddad;https:https://www.bbc.com/portuguese/articles/c4g2n3knnzxo
840;Como você será afetado pelas mudanças propostas no Imposto de Renda;https:https://www.bbc.com/portuguese/articles/c14l3050rmlo
841;Como militares serão afetados por corte de gastos proposto pelo governo;https:https://www.bbc.com/portuguese/articles/c2450jmzzv9o
842;Black Friday: como inteligência artificial está sendo usada para dar golpes em consumidores;https:https://www.bbc.com/portuguese/articles/cpvzgdgr2rmo
843;'Estou ansioso o mês inteiro com a Black Friday': como avalanche de ofertas afeta viciados em compras;https:https://www.bbc.com/portuguese/articles/cxe1p3zp4ymo
844;Como 13º salário surgiu de greve geral após vitória do Brasil na Copa de 1962;https:https://www.bbc.com/portuguese/articles/c2ln4p18r2ro
845;Por que 'inflação da picanha' preocupa cada vez mais brasileiros (e Lula);https:https://www.bbc.com/portuguese/articles/c4gzvl20e97o
846;Como calcular o 13° salário? Essa e outras perguntas sobre o pagamento;https:https://www.bbc.com/portuguese/articles/cwy193lz3wdo
847;Black Friday: por que compramos compulsivamente;https:https://www.bbc.com/portuguese/articles/c4gpj9yqr2po
848;Por que Carrefour boicotou carne brasileira e depois pediu desculpas: entenda a polêmica;https:https://www.bbc.com/portuguese/articles/ced97dz6gq4o
849;Black Friday: como os robôs passam a perna em você na disputa por pechinchas;https:https://www.bbc.com/portuguese/articles/ced97pvj35po
850;China dentro, EUA fora? Como será futuro das negociações climáticas com novo governo Trump;https:https://www.bbc.com/portuguese/articles/c5yrmepkkemo
851;A mineração controlada por gangues na África do Sul: 'A vida debaixo da terra é cruel';https:https://www.bbc.com/portuguese/articles/c80l4dkz4xmo
852;Por dentro do mercado ilegal de aranhas que movimenta milhões no Brasil: 'Febre na classe média';https:https://www.bbc.com/portuguese/articles/c1e7y1wp9q2o
853;Como Las Vegas, a 'cidade do pecado', virou um dos lugares mais verdes dos EUA;https:https://www.bbc.com/portuguese/articles/c1lgy2n1g1zo
854;Parmesão com microchip: por que queijo gourmet é alvo de criminosos no mercado clandestino;https:https://www.bbc.com/portuguese/articles/cew2qx0n5k5o
855;'O milagre alemão terminou, e Europa sofrerá as consequências';https:https://www.bbc.com/portuguese/articles/c3wq292z3w5o
856;Quem pode se beneficiar da decisão da Espanha de regularizar situação de 900 mil imigrantes ilegais;https:https://www.bbc.com/portuguese/articles/c80l29epklko
857;Por que Brasil resiste a entrar em Nova Rota da Seda da China;https:https://www.bbc.com/portuguese/articles/cz7w2evgz5ro
858;O acordo Brasil-China que pode colocar domínio da Starlink de Elon Musk em xeque;https:https://www.bbc.com/portuguese/articles/c5yr9vgplxvo
859;5 assuntos para ficar de olho no encontro do G20 no Rio;https:https://www.bbc.com/portuguese/articles/c9qlpw73v32o
860;'G20 precisa discutir medidas para jornadas de trabalho mais equilibradas', defende Lula em meio a debate da escala 6x1;https:https://www.bbc.com/portuguese/articles/cev9703zj8go
861;Como Milei virou 'pedra no sapato' de Lula no G20?;https:https://www.bbc.com/portuguese/articles/cpvz8k2m43go
862;O megaporto recém-inaugurado pela China no Peru (e seu impacto para o Brasil);https:https://www.bbc.com/portuguese/articles/ceqxzvv93dro
863;As experiências de outros países com jornada de trabalho reduzida;https:https://www.bbc.com/portuguese/articles/c3rx779wr37o
864;Como os bancos que seguem a lei islâmica ganham dinheiro;https:https://www.bbc.com/portuguese/articles/c4g2e25jrgno
865;Como Grécia e Espanha superaram crise econômica e agora puxam crescimento da União Europeia;https:https://www.bbc.com/portuguese/articles/c62zgp62r26o
866;Os números por trás do 'milagre econômico' da ditadura no Brasil;https:https://www.bbc.com/portuguese/articles/c17d57rqeexo
867;Como a alta dos juros impacta o seu bolso;https:https://www.bbc.com/portuguese/articles/c9wl8ynrkz8o
868;4 grandes mudanças que Javier Milei promoveu na Argentina em seu primeiro ano como presidente;https:https://www.bbc.com/portuguese/articles/cwy3epjvzylo
869;Por que preço do café é o maior da história;https:https://www.bbc.com/portuguese/articles/cp83lzlgwr5o
870;A crescente demanda por cuidadores de idosos em um Brasil cada vez mais velho: 'Fui trocar lâmpada e fiquei';https:https://www.bbc.com/portuguese/articles/ckg0l28v8d3o
871;Vídeo,Um ano de Milei na Argentina: como o libertário mudou a economia do país até agora, Duration 7,02;https:https://www.bbc.com/portuguese/articles/cvg69ypkdvlo
872;Vídeo,Como acordo Mercosul-União Europeia pode impactar Brasil e quais serão próximos passos, Duration 9,06;https:https://www.bbc.com/portuguese/articles/c4gj3lll5kyo
873;A brasileira na lista de mulheres mais influentes do mundo de jornal britânico;https:https://www.bbc.com/portuguese/articles/c75wl29zn7qo
874;Brasil pode virar alvo de 'tarifaço' de Trump por estar nos Brics?;https:https://www.bbc.com/portuguese/articles/ce8eyrygej8o
875;A crise de dólares 'à la Argentina' que leva a disparada de preços na Bolívia;https:https://www.bbc.com/portuguese/articles/cy0l1jp22eko
876;Chefe da UE vai ao Uruguai em apoio a acordo com Mercosul apesar de oposição de Macron;https:https://www.bbc.com/portuguese/articles/cr7v5752797o
877;Bitcoin alcança valor recorde de US$ 100 mil: 7 momentos que definem a criptomoeda;https:https://www.bbc.com/portuguese/articles/c4gp7dgl9dxo
878;Isenção no IR para renda até R$ 5 mil e mudanças para militares: confira as medidas econômicas anunciadas por Haddad;https:https://www.bbc.com/portuguese/articles/c36p9lp09r4o
879;As medidas do pacote econômico de Haddad 'para economizar R$ 327 bi';https:https://www.bbc.com/portuguese/articles/c14l3n2gp2jo
880;O que está por trás da profunda crise na Volkswagen;https:https://www.bbc.com/portuguese/articles/clyv78lm3g4o
881;Dólar a R$ 6 é o novo normal? Os fatores que explicam a alta da moeda;https:https://www.bbc.com/portuguese/articles/c2e783983yeo
882;PIB: Brasil cresce tanto quanto a China no 3° trimestre e só fica atrás de Indonésia e México no G20;https:https://www.bbc.com/portuguese/articles/cvgm4r89dpyo
883;Vídeo,Haddad anuncia pacote: o que pode mudar no IR, na pensão dos militares e no salário mínimo, Duration 7,59;https:https://www.bbc.com/portuguese/articles/cevgj7xyre7o
884;Como táxis-robôs estão tentando conquistar a confiança dos passageiros;https:https://www.bbc.com/portuguese/articles/cdd0l1rv28qo
885;O que aconteceu quando cidade começou a acolher (em vez de despejar) acampamentos de sem-teto;https:https://www.bbc.com/portuguese/articles/crk4g221v2jo
886;'Isenção de IR até R$ 5 mil é medida eleitoreira de Lula', afirma economista Samuel Pessôa;https:https://www.bbc.com/portuguese/articles/cvg42zglnrlo
887;Como políticos, setores da economia e o dólar reagiram aos anúncios de Haddad;https:https://www.bbc.com/portuguese/articles/c4g2n3knnzxo
888;Como você será afetado pelas mudanças propostas no Imposto de Renda;https:https://www.bbc.com/portuguese/articles/c14l3050rmlo
889;Como militares serão afetados por corte de gastos proposto pelo governo;https:https://www.bbc.com/portuguese/articles/c2450jmzzv9o
890;Black Friday: como inteligência artificial está sendo usada para dar golpes em consumidores;https:https://www.bbc.com/portuguese/articles/cpvzgdgr2rmo
891;'Estou ansioso o mês inteiro com a Black Friday': como avalanche de ofertas afeta viciados em compras;https:https://www.bbc.com/portuguese/articles/cxe1p3zp4ymo
892;Como 13º salário surgiu de greve geral após vitória do Brasil na Copa de 1962;https:https://www.bbc.com/portuguese/articles/c2ln4p18r2ro
893;Por que 'inflação da picanha' preocupa cada vez mais brasileiros (e Lula);https:https://www.bbc.com/portuguese/articles/c4gzvl20e97o
894;Como calcular o 13° salário? Essa e outras perguntas sobre o pagamento;https:https://www.bbc.com/portuguese/articles/cwy193lz3wdo
895;Black Friday: por que compramos compulsivamente;https:https://www.bbc.com/portuguese/articles/c4gpj9yqr2po
896;Por que Carrefour boicotou carne brasileira e depois pediu desculpas: entenda a polêmica;https:https://www.bbc.com/portuguese/articles/ced97dz6gq4o
897;Black Friday: como os robôs passam a perna em você na disputa por pechinchas;https:https://www.bbc.com/portuguese/articles/ced97pvj35po
898;China dentro, EUA fora? Como será futuro das negociações climáticas com novo governo Trump;https:https://www.bbc.com/portuguese/articles/c5yrmepkkemo
899;A mineração controlada por gangues na África do Sul: 'A vida debaixo da terra é cruel';https:https://www.bbc.com/portuguese/articles/c80l4dkz4xmo
900;Por dentro do mercado ilegal de aranhas que movimenta milhões no Brasil: 'Febre na classe média';https:https://www.bbc.com/portuguese/articles/c1e7y1wp9q2o
901;Como Las Vegas, a 'cidade do pecado', virou um dos lugares mais verdes dos EUA;https:https://www.bbc.com/portuguese/articles/c1lgy2n1g1zo
902;Parmesão com microchip: por que queijo gourmet é alvo de criminosos no mercado clandestino;https:https://www.bbc.com/portuguese/articles/cew2qx0n5k5o
903;'O milagre alemão terminou, e Europa sofrerá as consequências';https:https://www.bbc.com/portuguese/articles/c3wq292z3w5o
904;Quem pode se beneficiar da decisão da Espanha de regularizar situação de 900 mil imigrantes ilegais;https:https://www.bbc.com/portuguese/articles/c80l29epklko
905;Por que Brasil resiste a entrar em Nova Rota da Seda da China;https:https://www.bbc.com/portuguese/articles/cz7w2evgz5ro
906;O acordo Brasil-China que pode colocar domínio da Starlink de Elon Musk em xeque;https:https://www.bbc.com/portuguese/articles/c5yr9vgplxvo
907;5 assuntos para ficar de olho no encontro do G20 no Rio;https:https://www.bbc.com/portuguese/articles/c9qlpw73v32o
908;'G20 precisa discutir medidas para jornadas de trabalho mais equilibradas', defende Lula em meio a debate da escala 6x1;https:https://www.bbc.com/portuguese/articles/cev9703zj8go
909;Como Milei virou 'pedra no sapato' de Lula no G20?;https:https://www.bbc.com/portuguese/articles/cpvz8k2m43go
910;O megaporto recém-inaugurado pela China no Peru (e seu impacto para o Brasil);https:https://www.bbc.com/portuguese/articles/ceqxzvv93dro
911;As experiências de outros países com jornada de trabalho reduzida;https:https://www.bbc.com/portuguese/articles/c3rx779wr37o
912;Como os bancos que seguem a lei islâmica ganham dinheiro;https:https://www.bbc.com/portuguese/articles/c4g2e25jrgno
913;Como Grécia e Espanha superaram crise econômica e agora puxam crescimento da União Europeia;https:https://www.bbc.com/portuguese/articles/c62zgp62r26o
914;Os números por trás do 'milagre econômico' da ditadura no Brasil;https:https://www.bbc.com/portuguese/articles/c17d57rqeexo
915;Como a alta dos juros impacta o seu bolso;https:https://www.bbc.com/portuguese/articles/c9wl8ynrkz8o
916;4 grandes mudanças que Javier Milei promoveu na Argentina em seu primeiro ano como presidente;https:https://www.bbc.com/portuguese/articles/cwy3epjvzylo
917;Por que preço do café é o maior da história;https:https://www.bbc.com/portuguese/articles/cp83lzlgwr5o
918;A crescente demanda por cuidadores de idosos em um Brasil cada vez mais velho: 'Fui trocar lâmpada e fiquei';https:https://www.bbc.com/portuguese/articles/ckg0l28v8d3o
919;Vídeo,Um ano de Milei na Argentina: como o libertário mudou a economia do país até agora, Duration 7,02;https:https://www.bbc.com/portuguese/articles/cvg69ypkdvlo
920;Vídeo,Como acordo Mercosul-União Europeia pode impactar Brasil e quais serão próximos passos, Duration 9,06;https:https://www.bbc.com/portuguese/articles/c4gj3lll5kyo
921;A brasileira na lista de mulheres mais influentes do mundo de jornal britânico;https:https://www.bbc.com/portuguese/articles/c75wl29zn7qo
922;Brasil pode virar alvo de 'tarifaço' de Trump por estar nos Brics?;https:https://www.bbc.com/portuguese/articles/ce8eyrygej8o
923;A crise de dólares 'à la Argentina' que leva a disparada de preços na Bolívia;https:https://www.bbc.com/portuguese/articles/cy0l1jp22eko
924;Chefe da UE vai ao Uruguai em apoio a acordo com Mercosul apesar de oposição de Macron;https:https://www.bbc.com/portuguese/articles/cr7v5752797o
925;Bitcoin alcança valor recorde de US$ 100 mil: 7 momentos que definem a criptomoeda;https:https://www.bbc.com/portuguese/articles/c4gp7dgl9dxo
926;Isenção no IR para renda até R$ 5 mil e mudanças para militares: confira as medidas econômicas anunciadas por Haddad;https:https://www.bbc.com/portuguese/articles/c36p9lp09r4o
927;As medidas do pacote econômico de Haddad 'para economizar R$ 327 bi';https:https://www.bbc.com/portuguese/articles/c14l3n2gp2jo
928;O que está por trás da profunda crise na Volkswagen;https:https://www.bbc.com/portuguese/articles/clyv78lm3g4o
929;Dólar a R$ 6 é o novo normal? Os fatores que explicam a alta da moeda;https:https://www.bbc.com/portuguese/articles/c2e783983yeo
930;PIB: Brasil cresce tanto quanto a China no 3° trimestre e só fica atrás de Indonésia e México no G20;https:https://www.bbc.com/portuguese/articles/cvgm4r89dpyo
931;Vídeo,Haddad anuncia pacote: o que pode mudar no IR, na pensão dos militares e no salário mínimo, Duration 7,59;https:https://www.bbc.com/portuguese/articles/cevgj7xyre7o
932;Como táxis-robôs estão tentando conquistar a confiança dos passageiros;https:https://www.bbc.com/portuguese/articles/cdd0l1rv28qo
933;O que aconteceu quando cidade começou a acolher (em vez de despejar) acampamentos de sem-teto;https:https://www.bbc.com/portuguese/articles/crk4g221v2jo
934;'Isenção de IR até R$ 5 mil é medida eleitoreira de Lula', afirma economista Samuel Pessôa;https:https://www.bbc.com/portuguese/articles/cvg42zglnrlo
935;Como políticos, setores da economia e o dólar reagiram aos anúncios de Haddad;https:https://www.bbc.com/portuguese/articles/c4g2n3knnzxo
936;Como você será afetado pelas mudanças propostas no Imposto de Renda;https:https://www.bbc.com/portuguese/articles/c14l3050rmlo
937;Como militares serão afetados por corte de gastos proposto pelo governo;https:https://www.bbc.com/portuguese/articles/c2450jmzzv9o
938;Black Friday: como inteligência artificial está sendo usada para dar golpes em consumidores;https:https://www.bbc.com/portuguese/articles/cpvzgdgr2rmo
939;'Estou ansioso o mês inteiro com a Black Friday': como avalanche de ofertas afeta viciados em compras;https:https://www.bbc.com/portuguese/articles/cxe1p3zp4ymo
940;Como 13º salário surgiu de greve geral após vitória do Brasil na Copa de 1962;https:https://www.bbc.com/portuguese/articles/c2ln4p18r2ro
941;Por que 'inflação da picanha' preocupa cada vez mais brasileiros (e Lula);https:https://www.bbc.com/portuguese/articles/c4gzvl20e97o
942;Como calcular o 13° salário? Essa e outras perguntas sobre o pagamento;https:https://www.bbc.com/portuguese/articles/cwy193lz3wdo
943;Black Friday: por que compramos compulsivamente;https:https://www.bbc.com/portuguese/articles/c4gpj9yqr2po
944;Por que Carrefour boicotou carne brasileira e depois pediu desculpas: entenda a polêmica;https:https://www.bbc.com/portuguese/articles/ced97dz6gq4o
945;Black Friday: como os robôs passam a perna em você na disputa por pechinchas;https:https://www.bbc.com/portuguese/articles/ced97pvj35po
946;China dentro, EUA fora? Como será futuro das negociações climáticas com novo governo Trump;https:https://www.bbc.com/portuguese/articles/c5yrmepkkemo
947;A mineração controlada por gangues na África do Sul: 'A vida debaixo da terra é cruel';https:https://www.bbc.com/portuguese/articles/c80l4dkz4xmo
948;Por dentro do mercado ilegal de aranhas que movimenta milhões no Brasil: 'Febre na classe média';https:https://www.bbc.com/portuguese/articles/c1e7y1wp9q2o
949;Como Las Vegas, a 'cidade do pecado', virou um dos lugares mais verdes dos EUA;https:https://www.bbc.com/portuguese/articles/c1lgy2n1g1zo
950;Parmesão com microchip: por que queijo gourmet é alvo de criminosos no mercado clandestino;https:https://www.bbc.com/portuguese/articles/cew2qx0n5k5o
951;'O milagre alemão terminou, e Europa sofrerá as consequências';https:https://www.bbc.com/portuguese/articles/c3wq292z3w5o
952;Quem pode se beneficiar da decisão da Espanha de regularizar situação de 900 mil imigrantes ilegais;https:https://www.bbc.com/portuguese/articles/c80l29epklko
953;Por que Brasil resiste a entrar em Nova Rota da Seda da China;https:https://www.bbc.com/portuguese/articles/cz7w2evgz5ro
954;O acordo Brasil-China que pode colocar domínio da Starlink de Elon Musk em xeque;https:https://www.bbc.com/portuguese/articles/c5yr9vgplxvo
955;5 assuntos para ficar de olho no encontro do G20 no Rio;https:https://www.bbc.com/portuguese/articles/c9qlpw73v32o
956;'G20 precisa discutir medidas para jornadas de trabalho mais equilibradas', defende Lula em meio a debate da escala 6x1;https:https://www.bbc.com/portuguese/articles/cev9703zj8go
957;Como Milei virou 'pedra no sapato' de Lula no G20?;https:https://www.bbc.com/portuguese/articles/cpvz8k2m43go
958;O megaporto recém-inaugurado pela China no Peru (e seu impacto para o Brasil);https:https://www.bbc.com/portuguese/articles/ceqxzvv93dro
959;As experiências de outros países com jornada de trabalho reduzida;https:https://www.bbc.com/portuguese/articles/c3rx779wr37o
960;Como os bancos que seguem a lei islâmica ganham dinheiro;https:https://www.bbc.com/portuguese/articles/c4g2e25jrgno
961;Como Grécia e Espanha superaram crise econômica e agora puxam crescimento da União Europeia;https:https://www.bbc.com/portuguese/articles/c62zgp62r26o
962;Os números por trás do 'milagre econômico' da ditadura no Brasil;https:https://www.bbc.com/portuguese/articles/c17d57rqeexo
963;Como a alta dos juros impacta o seu bolso;https:https://www.bbc.com/portuguese/articles/c9wl8ynrkz8o
964;4 grandes mudanças que Javier Milei promoveu na Argentina em seu primeiro ano como presidente;https:https://www.bbc.com/portuguese/articles/cwy3epjvzylo
965;Por que preço do café é o maior da história;https:https://www.bbc.com/portuguese/articles/cp83lzlgwr5o
966;A crescente demanda por cuidadores de idosos em um Brasil cada vez mais velho: 'Fui trocar lâmpada e fiquei';https:https://www.bbc.com/portuguese/articles/ckg0l28v8d3o
967;Vídeo,Um ano de Milei na Argentina: como o libertário mudou a economia do país até agora, Duration 7,02;https:https://www.bbc.com/portuguese/articles/cvg69ypkdvlo
968;Vídeo,Como acordo Mercosul-União Europeia pode impactar Brasil e quais serão próximos passos, Duration 9,06;https:https://www.bbc.com/portuguese/articles/c4gj3lll5kyo
969;A brasileira na lista de mulheres mais influentes do mundo de jornal britânico;https:https://www.bbc.com/portuguese/articles/c75wl29zn7qo
970;Brasil pode virar alvo de 'tarifaço' de Trump por estar nos Brics?;https:https://www.bbc.com/portuguese/articles/ce8eyrygej8o
971;A crise de dólares 'à la Argentina' que leva a disparada de preços na Bolívia;https:https://www.bbc.com/portuguese/articles/cy0l1jp22eko
972;Chefe da UE vai ao Uruguai em apoio a acordo com Mercosul apesar de oposição de Macron;https:https://www.bbc.com/portuguese/articles/cr7v5752797o
973;Bitcoin alcança valor recorde de US$ 100 mil: 7 momentos que definem a criptomoeda;https:https://www.bbc.com/portuguese/articles/c4gp7dgl9dxo
974;Isenção no IR para renda até R$ 5 mil e mudanças para militares: confira as medidas econômicas anunciadas por Haddad;https:https://www.bbc.com/portuguese/articles/c36p9lp09r4o
975;As medidas do pacote econômico de Haddad 'para economizar R$ 327 bi';https:https://www.bbc.com/portuguese/articles/c14l3n2gp2jo
976;O que está por trás da profunda crise na Volkswagen;https:https://www.bbc.com/portuguese/articles/clyv78lm3g4o
977;Dólar a R$ 6 é o novo normal? Os fatores que explicam a alta da moeda;https:https://www.bbc.com/portuguese/articles/c2e783983yeo
978;PIB: Brasil cresce tanto quanto a China no 3° trimestre e só fica atrás de Indonésia e México no G20;https:https://www.bbc.com/portuguese/articles/cvgm4r89dpyo
979;Vídeo,Haddad anuncia pacote: o que pode mudar no IR, na pensão dos militares e no salário mínimo, Duration 7,59;https:https://www.bbc.com/portuguese/articles/cevgj7xyre7o
980;Como táxis-robôs estão tentando conquistar a confiança dos passageiros;https:https://www.bbc.com/portuguese/articles/cdd0l1rv28qo
981;O que aconteceu quando cidade começou a acolher (em vez de despejar) acampamentos de sem-teto;https:https://www.bbc.com/portuguese/articles/crk4g221v2jo
982;'Isenção de IR até R$ 5 mil é medida eleitoreira de Lula', afirma economista Samuel Pessôa;https:https://www.bbc.com/portuguese/articles/cvg42zglnrlo
983;Como políticos, setores da economia e o dólar reagiram aos anúncios de Haddad;https:https://www.bbc.com/portuguese/articles/c4g2n3knnzxo
